topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,"1246, 1384","265, 335",Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,elephant seals and penguins were starving off because of feed shortage,0,0.5443134
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,"1288, 1384","265, 335",the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,elephant seals and penguins were starving off because of feed shortage,0,0.530897
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",APW19980610.0858,1333,"Changes in ocean temperature and circulation expected to accompany global warming could disintegrate the large ice sheet, as early as next century, he said.","1333, 1414","322, 403",Changes in ocean temperature and circulation expected to accompany global warming,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.56877273
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",APW19980610.0858,1333,"Changes in ocean temperature and circulation expected to accompany global warming could disintegrate the large ice sheet, as early as next century, he said.","1333, 1377;1400, 1453","322, 403",Changes in ocean temperature and circulation...global warming could disintegrate the large ice sheet,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.5169789
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",APW19990608.0009,1430,"Whatever the reason, higher ocean temperatures already have had dramatic impact on Pacific salmon fisheries, the two biologists said at a news conference sponsored by the World Wildlife Fund and the Marine Conservation Biology Institute.","1451, 1537","322, 403",higher ocean temperatures already have had dramatic impact on Pacific salmon fisheries,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.52716756
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",APW20000830.0162,1987,"Coastal and island areas would be at risk from warming oceans and rising waters, the report said.","1987, 2066","322, 403",Coastal and island areas would be at risk from warming oceans and rising waters,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.53035134
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",NYT19990607.0382,1620,"In virtually every example, Norse said, species such as fish or bears or whales appear to be suffering from a lack of food that is connected to a warming of the ocean.","1735, 1742;1748, 1787","322, 403",of food...is connected to a warming of the ocean.,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.6114264
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",NYT19991206.0093,722,"The theory behind this view holds that the climate of the North Atlantic region, including Europe and eastern North America, is controlled by great ocean currents that transport heat northward from the tropics.","722, 884","322, 403","The theory behind this view holds that the climate of the North Atlantic region, including Europe and eastern North America, is controlled by great ocean currents",feed shortage caused by shifting ocean currents and climate changes in the region,0,0.6117254
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",NYT19991206.0093,3954,"The climate of the Middle East dried out so much that food became scarce, forcing the invention of agriculture, many scientists believe.","3954, 4026","322, 403",The climate of the Middle East dried out so much that food became scarce,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.52010036
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",NYT20000823.0141,8859,"Seven years later, scientists maintain a climate shift was at work.","8859, 8876;8878, 8926","322, 403",Seven years later...scientists maintain a climate shift was at work.,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.5728476
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.","322, 403","322, 403",feed shortage caused by shifting ocean currents and climate changes in the region,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.7297615
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,"898, 931;971, 1032","322, 403",Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,feed shortage caused by shifting ocean currents and climate changes in the region,0,0.59623003
D0606F,XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.",XIE19960113.0145,205,"Scientists at Macquarie Island near the Antarctic note that elephant seals and penguins were starving off because of feed shortage caused by shifting ocean currents and climate changes in the region, today's Age newspaper reported.","405, 436","405, 436",today's Age newspaper reported.,today's Age newspaper reported.,0,0.7177087
D0606F,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,"437, 577","437, 577",Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,0,0.7462813
D0606F,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,"470, 577","437, 577",the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,0,0.74521345
D0606F,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,"437, 577","470, 577",Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,0,0.7323925
D0606F,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,XIE19960113.0145,437,Meteorological records show that the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,"470, 577","470, 577",the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,the average annual ocean temperature near the island has increased to 5.4 degrees from 4.5 degrees in 1912.,0,0.7468664
D0606F,XIE19960113.0145,578,"Jeremy Smith, leader of Australian scientific teams on the island, said that the annual temperature on Macquarie Island was rising at twice the rate of the rest of the world.",XIE19960113.0145,578,"Jeremy Smith, leader of Australian scientific teams on the island, said that the annual temperature on Macquarie Island was rising at twice the rate of the rest of the world.","578, 590;645, 752","578, 590;645, 752",Jeremy Smith...said that the annual temperature on Macquarie Island was rising at twice the rate of the rest of the world.,Jeremy Smith...said that the annual temperature on Macquarie Island was rising at twice the rate of the rest of the world.,0,0.7342315
D0606F,XIE19960113.0145,753,"""Macquarie Island is a barometer, it's a measuring device for large-scale global changes,"" he said.",XIE19960113.0145,753,"""Macquarie Island is a barometer, it's a measuring device for large-scale global changes,"" he said.","754, 785","754, 785",Macquarie Island is a barometer,Macquarie Island is a barometer,0,0.67679286
D0606F,XIE19960113.0145,753,"""Macquarie Island is a barometer, it's a measuring device for large-scale global changes,"" he said.",XIE19960113.0145,753,"""Macquarie Island is a barometer, it's a measuring device for large-scale global changes,"" he said.","787, 841","787, 841",it's a measuring device for large-scale global changes,it's a measuring device for large-scale global changes,0,0.715597
D0606F,XIE19960113.0145,853,"""Global change is now a certainty,"" he said.",XIE19960113.0145,853,"""Global change is now a certainty,"" he said.","854, 886","854, 886",Global change is now a certainty,Global change is now a certainty,0,0.7083858
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,APW19981112.1510,3808,Some governments warn they can't wait for a definitive answer to why the oceans are rising.,"3877, 3899","898, 988",the oceans are rising.,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.5185201
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,APW19990608.0009,0,"WASHINGTON (AP -- Rising ocean temperatures, perhaps caused by global climate change, are threatening to push salmon out of their Pacific Ocean habitat, two marine biologist said today, citing as early evidence the decline in Alaska salmon.","0, 43;86, 151","898, 988",WASHINGTON (AP -- Rising ocean temperatures...are threatening to push salmon out of their Pacific Ocean habitat,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.5121328
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,APW20000830.0162,785,"Many scientists believe that high concentrations of CO2 and other so-called greenhouse gases trap the sun's heat in the atmosphere, driving up temperatures and changing weather patterns.","814, 877;917, 971","898, 988",high concentrations of CO2 and other so-called greenhouse gases...driving up temperatures and changing weather patterns.,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.53405136
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,NYT19990607.0382,2212,"``Researchers predict that anticipated increases in water temperature caused by a double of carbon dioxide will eliminate most, if not all, suitable habitat for Pacific sockeye salmon, and possibly for other salmon species as well,'' the report says.","2214, 2434","898, 988","Researchers predict that anticipated increases in water temperature caused by a double of carbon dioxide will eliminate most, if not all, suitable habitat for Pacific sockeye salmon, and possibly for other salmon species",Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.5377958
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,NYT19990720.0148,1716,"_ New York City will suffer repeated flooding in the next century as global warming raises the sea level, soaking subways and turning parts of Brooklyn into wetlands, said a report issued jointly on June 29 by the Environmental Defense Fund and Columbia University.","1785, 1820","898, 988",global warming raises the sea level,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.53203535
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,NYT20000823.0141,1268,"The warming phenomenon is widely blamed on the atmospheric build-up of ``greenhouse gases'' such as carbon dioxide, which are emitted during the burning of coal and other fossil fuels.","1268, 1382","898, 988",The warming phenomenon is widely blamed on the atmospheric build-up of ``greenhouse gases'' such as carbon dioxide,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.5473907
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,"898, 988","898, 988",Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.7265219
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,"898, 931;971, 1032","898, 988",Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.62197655
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,XIE20000216.0224,488,Houghton said at the panel Tuesday that one estimate suggests up to 150 million people may be made homeless as oceans swell with warmer temperature caused by the greenhouse effect.,"617, 668","898, 988",warmer temperature caused by the greenhouse effect.,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,0,0.5393224
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,APW19980610.0858,1333,"Changes in ocean temperature and circulation expected to accompany global warming could disintegrate the large ice sheet, as early as next century, he said.","1333, 1414","898, 931;971, 1032",Changes in ocean temperature and circulation expected to accompany global warming,Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,0,0.64778155
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,APW19980610.0858,1333,"Changes in ocean temperature and circulation expected to accompany global warming could disintegrate the large ice sheet, as early as next century, he said.","1333, 1377;1400, 1453","898, 931;971, 1032",Changes in ocean temperature and circulation...global warming could disintegrate the large ice sheet,Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,0,0.5755757
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,"898, 988","898, 931;971, 1032",Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere,Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,0,0.6195946
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,"898, 931;971, 1032","898, 931;971, 1032",Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,0,0.7412695
D0606F,XIE19960113.0145,898,Higher ocean surface temperatures caused by the greenhouse effect of the global atmosphere will alter the direction of ocean currents.,XIE19971121.0037,644,He cited a recent report by the Intergovernmental Panel on Climate Change which noted that stablization of the concentration of greenhouse gases by the year 2100 will nonetheless be accompanied by rising temperatures and higher sea levels.,"703, 717;724, 883","898, 931;971, 1032",Climate Change...noted that stablization of the concentration of greenhouse gases by the year 2100 will nonetheless be accompanied by rising temperatures and higher sea levels.,Higher ocean surface temperatures...global atmosphere will alter the direction of ocean currents.,0,0.5112505
D0606F,XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.",APW19990608.0009,948,"Welch, who is based in British Columbia, said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.''","948, 953;989, 1147","1046, 1113",Welch...said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.,the number of plankton and fish will change as the marine ecosystem,0,0.6142866
D0606F,XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.",NYT19990720.0148,1097,"_ The Pacific ecosystem, especially fish that benefit much of the West Coast economy, could be threatened.","1099, 1137;1183, 1203","1046, 1113","The Pacific ecosystem, especially fish...could be threatened.",the number of plankton and fish will change as the marine ecosystem,0,0.63569283
D0606F,XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.",XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.","1046, 1113","1046, 1113",the number of plankton and fish will change as the marine ecosystem,the number of plankton and fish will change as the marine ecosystem,0,0.7266941
D0606F,XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.",XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.","1093, 1127","1046, 1113",the marine ecosystem is disrupted.,the number of plankton and fish will change as the marine ecosystem,0,0.51336205
D0606F,XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.",APW19990608.0009,948,"Welch, who is based in British Columbia, said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.''","948, 953;989, 1147","1093, 1127",Welch...said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.,the marine ecosystem is disrupted.,0,0.5287685
D0606F,XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.",XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.","1093, 1127","1093, 1127",the marine ecosystem is disrupted.,the marine ecosystem is disrupted.,0,0.7232141
D0606F,XIE19960113.0145,1128,Elephant seals and penguins population are collapsing as their prey stocks are moving away from the Antarctic waters.,XIE19960113.0145,1128,Elephant seals and penguins population are collapsing as their prey stocks are moving away from the Antarctic waters.,"1185, 1245","1185, 1245",their prey stocks are moving away from the Antarctic waters.,their prey stocks are moving away from the Antarctic waters.,0,0.73754096
D0606F,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,"1246, 1384","1246, 1384",Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,0,0.74891233
D0606F,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,"1288, 1384","1246, 1384",the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,0,0.7410888
D0606F,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,"1246, 1384","1288, 1384",Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,0,0.72294545
D0606F,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,"1288, 1384","1288, 1384",the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,0,0.74604267
D0606F,XIE19960113.0145,1246,Scientists on Macquarie Island found that the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,XIE19960113.0145,1466,"Worst still, the rock hopper penguin population on Campbell Island near New Zealand has crashed by 94 percent.","1466, 1477;1479, 1576","1288, 1384",Worst still...the rock hopper penguin population on Campbell Island near New Zealand has crashed by 94 percent.,the number of elephant seals and rock hopper penguins has dropped by half in the past few years.,0,0.526822
D0606F,XIE19960113.0145,1385,"Similar things have happened on Heard Island, 5,400 km west of Macquarie Island.",XIE19960113.0145,1385,"Similar things have happened on Heard Island, 5,400 km west of Macquarie Island.","1385, 1465","1385, 1465","Similar things have happened on Heard Island, 5,400 km west of Macquarie Island.","Similar things have happened on Heard Island, 5,400 km west of Macquarie Island.",0,0.73505515
D0606F,XIE19960113.0145,1466,"Worst still, the rock hopper penguin population on Campbell Island near New Zealand has crashed by 94 percent.",XIE19960113.0145,1466,"Worst still, the rock hopper penguin population on Campbell Island near New Zealand has crashed by 94 percent.","1466, 1477;1479, 1576","1466, 1477;1479, 1576",Worst still...the rock hopper penguin population on Campbell Island near New Zealand has crashed by 94 percent.,Worst still...the rock hopper penguin population on Campbell Island near New Zealand has crashed by 94 percent.,0,0.7465337
D0606F,XIE19960113.0145,1577,"Cindy Hull, a zoologist at the University of Tasmania in Australia, also found the unprecedented fact this week that 16 percent of eggs of rock hopper penguins on Macquarie Island were infertile.",XIE19960113.0145,1577,"Cindy Hull, a zoologist at the University of Tasmania in Australia, also found the unprecedented fact this week that 16 percent of eggs of rock hopper penguins on Macquarie Island were infertile.","1577, 1587;1650, 1772","1577, 1587;1650, 1772",Cindy Hull...found the unprecedented fact this week that 16 percent of eggs of rock hopper penguins on Macquarie Island were infertile.,Cindy Hull...found the unprecedented fact this week that 16 percent of eggs of rock hopper penguins on Macquarie Island were infertile.,0,0.74333996
D0606F,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,"1773, 1895","1773, 1895",She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,0,0.74170065
D0606F,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,"1787, 1895","1773, 1895",this was an indication that female penguins were not getting enough food during their foraging in the ocean.,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,0,0.7383995
D0606F,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,"1773, 1895","1787, 1895",She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,this was an indication that female penguins were not getting enough food during their foraging in the ocean.,0,0.7444346
D0606F,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,XIE19960113.0145,1773,She said that this was an indication that female penguins were not getting enough food during their foraging in the ocean.,"1787, 1895","1787, 1895",this was an indication that female penguins were not getting enough food during their foraging in the ocean.,this was an indication that female penguins were not getting enough food during their foraging in the ocean.,0,0.7450273
D0606F,XIE19960113.0145,1896,"If food continued to disappear from the ocean, bigger penguins might also be affected, she said.",XIE19960113.0145,1896,"If food continued to disappear from the ocean, bigger penguins might also be affected, she said.","1899, 1941","1899, 1941",food continued to disappear from the ocean,food continued to disappear from the ocean,0,0.71952736
D0606F,XIE19960113.0145,1896,"If food continued to disappear from the ocean, bigger penguins might also be affected, she said.",XIE19960113.0145,1896,"If food continued to disappear from the ocean, bigger penguins might also be affected, she said.","1943, 1981","1943, 1981",bigger penguins might also be affected,bigger penguins might also be affected,0,0.7258832
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,APW19990608.0009,0,"WASHINGTON (AP -- Rising ocean temperatures, perhaps caused by global climate change, are threatening to push salmon out of their Pacific Ocean habitat, two marine biologist said today, citing as early evidence the decline in Alaska salmon.","0, 10;45, 84","1993, 2095",WASHINGTON...perhaps caused by global climate change,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.52964437
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,APW19990608.0009,1235,"Some scientists argue it reflects broader climate change as a result of heat trapping pollution, but others say it simply reflects cyclical temperature changes, including the El Nino phenomenon.","1235, 1330","1993, 2095",Some scientists argue it reflects broader climate change as a result of heat trapping pollution,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.58016396
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,"1993, 2095","1993, 2095",She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.74285895
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,"2002, 2095","1993, 2095",the decline in rock hoppers might be an indicator of the ecological impact of global warming.,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.7331846
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,APW19990608.0009,0,"WASHINGTON (AP -- Rising ocean temperatures, perhaps caused by global climate change, are threatening to push salmon out of their Pacific Ocean habitat, two marine biologist said today, citing as early evidence the decline in Alaska salmon.","0, 10;45, 84","2002, 2095",WASHINGTON...perhaps caused by global climate change,the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.50746703
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,APW19990608.0009,1235,"Some scientists argue it reflects broader climate change as a result of heat trapping pollution, but others say it simply reflects cyclical temperature changes, including the El Nino phenomenon.","1235, 1330","2002, 2095",Some scientists argue it reflects broader climate change as a result of heat trapping pollution,the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.6031164
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,"1993, 2095","2002, 2095",She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.7377299
D0606F,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,XIE19960113.0145,1993,She said the decline in rock hoppers might be an indicator of the ecological impact of global warming.,"2002, 2095","2002, 2095",the decline in rock hoppers might be an indicator of the ecological impact of global warming.,the decline in rock hoppers might be an indicator of the ecological impact of global warming.,0,0.7393226
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,APW19980610.0858,1490,The West Antarctic Ice Sheet first attracted widespread attention 30 years ago when scientists suggested that global warming caused by greenhouse gases might cause its disintegration.,"1574, 1673","2096, 2245",scientists suggested that global warming caused by greenhouse gases might cause its disintegration.,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.504273
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,APW19990608.0009,948,"Welch, who is based in British Columbia, said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.''","948, 953;989, 1147","2096, 2245",Welch...said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.57764035
